2025.06.08,00:00:03,5587.633,1610.979,0.351,0.000,6776.695
2025.06.08,00:00:24,5587.634,1610.979,0.313,0.000,6776.695
2025.06.08,00:00:45,5587.637,1610.979,0.348,0.000,6776.695
2025.06.08,00:01:05,5587.639,1610.979,0.353,0.000,6776.695
2025.06.08,00:01:25,5587.641,1610.979,0.354,0.000,6776.695
2025.06.08,00:01:45,5587.642,1610.979,0.353,0.000,6776.695
2025.06.08,00:02:05,5587.644,1610.979,0.353,0.000,6776.695
2025.06.08,00:02:25,5587.646,1610.979,0.354,0.000,6776.695
2025.06.08,00:02:45,5587.648,1610.979,0.356,0.000,6776.695
2025.06.08,00:03:05,5587.650,1610.979,0.348,0.000,6776.695
2025.06.08,00:03:25,5587.652,1610.979,0.349,0.000,6776.695
2025.06.08,00:03:45,5587.654,1610.979,0.352,0.000,6776.695
2025.06.08,00:04:05,5587.656,1610.979,0.352,0.000,6776.695
2025.06.08,00:04:25,5587.658,1610.979,0.347,0.000,6776.695
2025.06.08,00:04:45,5587.660,1610.979,0.351,0.000,6776.695
2025.06.08,00:05:05,5587.662,1610.979,0.352,0.000,6776.695
2025.06.08,00:05:25,5587.664,1610.979,0.336,0.000,6776.695
2025.06.08,00:05:45,5587.666,1610.979,0.354,0.000,6776.695
2025.06.08,00:06:05,5587.668,1610.979,0.353,0.000,6776.695
2025.06.08,00:06:25,5587.670,1610.979,0.353,0.000,6776.695
2025.06.08,00:06:45,5587.672,1610.979,0.355,0.000,6776.695
2025.06.08,00:07:06,5587.674,1610.979,0.352,0.000,6776.695
2025.06.08,00:07:27,5587.676,1610.979,0.351,0.000,6776.695
2025.06.08,00:07:48,5587.678,1610.979,0.352,0.000,6776.695
2025.06.08,00:08:08,5587.680,1610.979,0.356,0.000,6776.695
2025.06.08,00:08:28,5587.682,1610.979,0.356,0.000,6776.695
2025.06.08,00:08:48,5587.684,1610.979,0.355,0.000,6776.695
2025.06.08,00:09:08,5587.686,1610.979,0.351,0.000,6776.695
2025.06.08,00:09:28,5587.688,1610.979,0.354,0.000,6776.695
2025.06.08,00:09:48,5587.690,1610.979,0.344,0.000,6776.695
2025.06.08,00:10:08,5587.692,1610.979,0.352,0.000,6776.695
2025.06.08,00:10:28,5587.693,1610.979,0.351,0.000,6776.695
2025.06.08,00:10:48,5587.695,1610.979,0.352,0.000,6776.695
2025.06.08,00:11:09,5587.697,1610.979,0.352,0.000,6776.695
2025.06.08,00:11:29,5587.700,1610.979,0.345,0.000,6776.695
2025.06.08,00:11:49,5587.701,1610.979,0.351,0.000,6776.695
