2025.06.07,00:00:04,5582.898,1603.889,0.413,0.000,6776.228
2025.06.07,00:00:25,5582.901,1603.889,0.405,0.000,6776.228
2025.06.07,00:00:46,5582.903,1603.889,0.403,0.000,6776.228
2025.06.07,00:01:07,5582.905,1603.889,0.413,0.000,6776.228
2025.06.07,00:01:27,5582.908,1603.889,0.397,0.000,6776.228
2025.06.07,00:01:47,5582.910,1603.889,0.411,0.000,6776.228
2025.06.07,00:02:07,5582.912,1603.889,0.363,0.000,6776.228
2025.06.07,00:02:27,5582.914,1603.889,0.393,0.000,6776.228
2025.06.07,00:02:47,5582.917,1603.889,0.391,0.000,6776.228
2025.06.07,00:03:07,5582.919,1603.889,0.372,0.000,6776.228
2025.06.07,00:03:27,5582.921,1603.889,0.374,0.000,6776.228
2025.06.07,00:03:47,5582.923,1603.889,0.376,0.000,6776.228
2025.06.07,00:04:08,5582.925,1603.889,0.420,0.000,6776.228
2025.06.07,00:04:29,5582.928,1603.889,0.418,0.000,6776.228
2025.06.07,00:04:49,5582.930,1603.889,0.416,0.000,6776.228
2025.06.07,00:05:09,5582.932,1603.889,0.413,0.000,6776.228
2025.06.07,00:05:29,5582.935,1603.889,0.416,0.000,6776.228
2025.06.07,00:05:49,5582.937,1603.889,0.417,0.000,6776.228
2025.06.07,00:06:09,5582.939,1603.889,0.416,0.000,6776.228
2025.06.07,00:06:29,5582.942,1603.889,0.424,0.000,6776.228
2025.06.07,00:06:49,5582.944,1603.889,0.421,0.000,6776.228
2025.06.07,00:07:09,5582.946,1603.889,0.421,0.000,6776.228
2025.06.07,00:07:29,5582.949,1603.889,0.416,0.000,6776.228
2025.06.07,00:07:50,5582.951,1603.889,0.414,0.000,6776.228
2025.06.07,00:08:11,5582.953,1603.889,0.413,0.000,6776.228
2025.06.07,00:08:33,5582.956,1603.889,0.414,0.000,6776.228
2025.06.07,00:08:53,5582.958,1603.889,0.413,0.000,6776.228
2025.06.07,00:09:14,5582.961,1603.889,0.415,0.000,6776.228
2025.06.07,00:09:34,5582.963,1603.889,0.412,0.000,6776.228
2025.06.07,00:09:54,5582.965,1603.889,0.383,0.000,6776.228
2025.06.07,00:10:14,5582.967,1603.889,0.384,0.000,6776.228
2025.06.07,00:10:34,5582.969,1603.889,0.387,0.000,6776.228
2025.06.07,00:10:54,5582.972,1603.889,0.384,0.000,6776.228
2025.06.07,00:11:14,5582.974,1603.889,0.385,0.000,6776.228
2025.06.07,00:11:34,5582.976,1603.889,0.375,0.000,6776.228
2025.06.07,00:11:54,5582.978,1603.889,0.392,0.000,6776.228
2025.06.07,00:12:15,5582.980,1603.889,0.375,0.000,6776.228
2025.06.07,00:12:36,5582.982,1603.889,0.386,0.000,6776.228
2025.06.07,00:12:57,5582.985,1603.889,0.389,0.000,6776.228
2025.06.07,00:13:18,5582.987,1603.889,0.386,0.000,6776.228
2025.06.07,00:13:39,5582.989,1603.889,0.384,0.000,6776.228
2025.06.07,00:14:00,5582.991,1603.889,0.384,0.000,6776.228
2025.06.07,00:14:20,5582.994,1603.889,0.385,0.000,6776.228
2025.06.07,00:14:40,5582.996,1603.889,0.384,0.000,6776.228
2025.06.07,00:15:00,5582.998,1603.889,0.386,0.000,6776.228
2025.06.07,00:15:20,5583.000,1603.889,0.386,0.000,6776.228
2025.06.07,00:15:40,5583.002,1603.889,0.386,0.000,6776.228
2025.06.07,00:16:00,5583.004,1603.889,0.387,0.000,6776.228
2025.06.07,00:16:20,5583.006,1603.889,0.383,0.000,6776.228
2025.06.07,00:16:40,5583.008,1603.889,0.378,0.000,6776.228
2025.06.07,00:17:00,5583.011,1603.889,0.382,0.000,6776.228
2025.06.07,00:17:21,5583.013,1603.889,0.383,0.000,6776.228
2025.06.07,00:17:41,5583.015,1603.889,0.383,0.000,6776.228
2025.06.07,00:18:01,5583.017,1603.889,0.383,0.000,6776.228
2025.06.07,00:18:21,5583.019,1603.889,0.384,0.000,6776.228
2025.06.07,00:18:41,5583.021,1603.889,0.383,0.000,6776.228
2025.06.07,00:19:01,5583.023,1603.889,0.474,0.000,6776.228
2025.06.07,00:19:21,5583.026,1603.889,0.424,0.000,6776.228
2025.06.07,00:19:41,5583.028,1603.889,0.426,0.000,6776.228
2025.06.07,00:20:01,5583.031,1603.889,0.423,0.000,6776.228
